Text,Sentiment
I will tell my friends that the cigarette is at reasonable rate and its taste is good,1
I will say that the cigarette taste and flavor is relaxing,1
The filter is good I will say and also the taste and flavor is good,1
The cigarette is good and is light as it is not strong,1
The taste is good the cigarette is good,1
I will say that the cigarette is good and to try it,1
I will tell my friends that the cigarette is good cool,1
I will tell my friends that the cigarette is good and to try it once,1
After pressing the button is good it is smooth There is nothing I disliked,1
I liked the mint flavor and I will tell about the cigarette to my friends ,1
The cigarette is good smooth and the filter is good too,1
I will tell my friends that the mint flavor is good,1
The cigarette is strong and good,1
The cigarette is good to smoke,1
I will tell my friends that the cigarette taste is good but it is a bit strong,1
It is cool and has good flavor  the cigarette is very good,1
The cigarette taste is good and is refreshing,1
I will tell my friends that the cigarette is sour and bit different ,1
The cigarette is good cool and smooth,1
The cigarette is very good super and smooth I find it perfect,1
The cigarette is very good and I liked it,1
The cigarette flavor of mint is very cool and is smooth to smoke,1
The cigarette is very good,1
The taste of the cigarette is good and is smooth,1
The cigarette is good it is smooth,1
The cigarette is good its taste and smoothness is good,1
The cigarette is good and the smell it gives is good too,1
The cigarette is good to smoke,1
The cigarette is better the smoothness is good and it is not heavy,1
The cigarette is perfect to smoke it is not hard and not cool,1
The cigarette is smooth to the throat,1
The cigarette is good,1
I will tell my friends that the cigarette is smooth and is cool,1
I will tell my friends that the cigarette is good and there wont be any problems after smoking it,1
The cigarette is good the flavor is good and I will tell my friends about the cigarette ,1
After smoking the cigarette I felt cool to the throat there was no burning sensation,1
The cigarette is good and is smooth it is cool to the throat,1
The cigarette has a good mint flavor and is strong,1
The cigarette is cool and I felt happy to smoke it,1
The cigarette quality is good,1
The cooling is good,1
I will tell my friends that I have tried a new sample of cigarette it has good quality and the cigarette is very good,1
I will tell my friends that the flavor combination of the cigarette is good,1
The cigarette is strong and it gives a burning to the throat,0
The cigarette taste is good and is superb,1
The cigarette gives more smoke and gives a burning sensation to the throat,0
The cigarette mint flavor is good after smoking it I felt good,1
The cigarette smoothness is good mint flavor is good cooling is good and relaxing,1
I will tell my friends that the cigarette is good as there are no changes needed,1
The mint flavor of the cigarette is good,1
no changes required in this cigarette ,1
no changes required in this cigarette it is smooth,1
no changes required in this cigarette it is perfect,1
the taste of this cigarette was simple before bursting the capsule and it became better after bursting it  i like it so much,1
the cooling effect should be slightly reduced rest everything is fine,0
the flavor before bursting the capsule should be improved rest everything is okay,0
no changes required in this cigarette it is very good,1
i observed bitterness and irritation in the throat after bursting the capsule this aspect should be improved,0
i didnt like the mint flavor after bursting the capsule because it caused irritation in the throat the flavor before bursting the capsule was smooth and good,0
the proportion of mint is little bit high in this cigarette it should be reduced for better experience,0
i observed bitterness while smoking this cigarette this aspect should be changed,0
no changes required in this cigarette it is very nice to smoke this cigarette the taste is also good,1
no changes required in this cigarette the flavor was very good,1
the taste was normal before bursting the capsule i didnt like it this aspect should be changed,0
no changes required in this cigarette it is good,1
no changes required in this cigarette it is smooth and nice to smoke,1
the mint flavor should be reduced and the smoothness should be increased,0
no changes required in this cigarette it is okay,1
no changes required in this cigarette it was very nice to smoke this cigarette,1
this cigarette is little bit strong and it caused irritation in the throat this aspect should be changed,0
i observed irritation in the throat before bursting the capsule this aspect should be changed,0
no changes required in this cigarette it is nice to smoke,1
no changes required in this cigarette it was very nice to smoke this cigarette it was quite smooth,1
while bursting the capsule the filter gets loose this aspect should be changed,0
the tobacco flavor was too much bitter in this cigarette this aspect should be changed,0
this cigarette is very light before bursting the capsule it should be little bit strong,0
no changes required in this cigarette the taste was good,1
no changes required in this cigarette the cigarette was normal,1
the cooling effect of this cigarette should be little bit light and rest everything is fine,0
i didnt like the taste before bursting the capsule this aspect should be changed,0
this cigarette is very hard and it caused irritation in the throat this aspect should be changed,0
no changes required in this cigarette i like it,1
no changes required in this cigarette it was nice to smoke,1
no changes required in this cigarette it was smooth and nice to smoke,1
i observed little bit bitterness while smoking it should be reduced,0
there are lot of light cigarette  tobacco content should be increased,0
before it was harsh after breaking capsule it was okay,0
this cigarette should be little bit smooth before bursting the capsule,0
the mint flavor was too high after bursting the capsule and it cause irritation in the throat the mint should be little bit reduced,0
no it is alright,1
the taste was very light before bursting the capsule it was good after bursting the capsule,0
no need to change,1
the taste of this cigarette was little bit hard before bursting the capsule and it became hard after bursting the capsule ,0
no,1
the cooling effect should be reduced the cigarette was hard,0
no changes required in this cigarette it was very good,1
the mint flavor provides cooling effect in the throat few changes are needed in this cigarette,0
yes it was very hard before breaking capsule and it was okay after,0
no changes required in this cigarette it is very nice to smoke,1
no changes required in this cigarette it was light and smooth,1
capsule should be made small filter should be long,0
the tobacco should be little bit strong,0
the filter of this cigarette should be changed the capsule should be easy to burst,0
cigarette is strong it should be made light,0
this cigarette caused slight irritation in the throat before bursting the capsule i felt good after bursting the capsule,0
i didnt observe cooling sensation before bursting the capsule,0
it was hard before breaking capsule it should be made normal,0
it feels very cold in throat ,1
this cigarette was refreshing,1
no changes required in this cigarette everything was fine,1
no changes required in this cigarette it was good even before or after bursting the capsule,1
the flavor was little bit bitter after bursting the capsule this aspect should be changed,0
the mint flavor was too high after bursting the capsule it should be little bit light,0
this cigarette caused slight irritation in the throat before bursting the capsule this aspect should be changed,0
the mint flavor was very hard after bursting the capsule it should be normal,0
no changes required in this cigarette it is smooth and i like it,1
this cigarette caused irritation in the throat after bursting the capsule this aspect should be changed,0
the mint flavor was little bit hard after bursting the capsule it should be little bit light,0
this cigarette is very hard before bursting the capsule the hardness should be reduced,0
this cigarette should be little bit light so that it would be much better,0
no changes required in this cigarette it is similar to my regular brand,1
no everything is okay yes,1
no changes required ,1
no i think there is no need to change i feel it is very good to break yes no,1
before breaking it everything is okay ,1
there is nothing to change it is good,1
before breaking it it was good after breaking it it is also good very good it should be more smooth i think [inaudible] should be less if feel it is more,0
it is okay it feels smooth,1
it feels good after breaking capsule before smoke irritates the mind,0
it feels cool after breaking capsule it should feel more cool,0
no everything is fine,1
it was okay,1
cigarette is nice everything is fine ,1
no it was okay,1
it feels good after breaking capsule before it is like normal,1
it was strong before breaking capsule should be made normal,0
it was hard after breaking,0
i liked it no need to change ,1
i felt headache when i smoke that should not happen,0
no it is good orange flavor is there,1
it should be made light before breaking capsule,0
mint flavor was less,0
cigarette is nice flavor is good but size is small,1
no everything is fine it is normal and cool,1
no everything is fine ,1
no need to change here cigarette is good it is smooth it is perfect no,1
cigarette is nice smooth and good everything is perfect ,1
yes it irritates in the throat cigarette is strong it should be mild,0
flavor is different otherwise it is okay,1
it should be slightly strong,0
no everything was perfect ,1
it should be slightly strong before opening the capsule after opening the capsule everything is fine ,0
it should be lite because it is irritating in the throat,0
it was nice and smooth mint flavor was perfect ,1
yes tobacco quantity is more that should be reduced ,0
no everything is fine but it should be lite,0
it should be slightly strong before opening the capsule after opening the capsule mint flavor was nice,0
it should be slightly strong ,0
no everything is fine and after opening the capsule flavor was perfect ,1
no everything is fine after opening the mint it went lite and taste was very nice ,1
no changes required fragrance is very good,1
tobacco is bit strong they should make it normal,0
they should make some changes before bursting the capsule,0
cigarette is bit strong but it gets balanced after after burting capsule,1
after opening the capsule it was slightly strong so that should be replaced,0
it should be a bit light nothing more,0
no need to change before breaking it it is absolutely okay no,1
no need to change for the time being flavor should be changed it is slightly light ,0
before breaking the capsule it was light and smooth it was less after breaking capsule it is better no need to change it is fine yes no need to change in both the cases it is fine,1
it was fine yes there should be change it was better no yes everything is okay no ,1
it is fine nothing to change,1
no no need to change anything yes no changes required it is okay ,1
no changes required,1
before breaking the capsule everything is fine after breaking the capsule i feel like slight [inaudible] no it was a little bit different,1
it has lot of mint they should reduce it that is all,0
no everything is fine if it was black it would have been  better,0
no changes are required,1
i think cigarette is slightly hard before breaking the capsule it was hard mint is good when i was smoking [inaudible] ,0
i think it should be hard after breaking the capsule i think it is little cold it is removed fast i [inaudible] it lightly it should be more late so that i will come to know nothing else,0
no i don̵t want any change it is fine ,1
no i liked it i liked it very much no,1
i feel it is stronger after breaking not before breaking it i feel it more stronger after breaking no,0
it was little bit different smell was more nothing more,0
no changes are required it is fine ,1
no changes are required at all it is fine ,1
mint flavor should be reduced,0
before opening the mint it is very hard and puffing is hard so this should be replaced ,0
it is too hard and it is irritating in the throat so that should be replaced ,0
before opening the capsule it is slightly hard but after opening the capsule it is cool everything is perfect ,0
they should reduce the amount of tobacco,0
when i smoke two puff it felt irritated in throat but after breaking capsule it was okay starting tobacco should be less,0
it is hard it should be light,0
no change needed,1
filter should be bit more broad,0
before breaking i felt irritated it should be smooth like after breaking ,0
it is too hard so that should be replaced ,0
it is too cool and that is irritating in the throat it should be more smooth before opening the capsule ,0
it should be more smooth and after opening the mint it is slightly hard ,0
no need to change anything,1
tobacco is bit hard before bursting the capsule they should change that and make it light,0
nothing to change,1
this cigarette is hard,0
i liked this cigarette there was no itching sensation in throat this is a good cigarette,1
this cigarette is good to smoke and it is light,1
they should make thi cigarette bit stronger,0
yes mint flavor should be reduced ,0
no everything is fine mint flavor should be added,1
yes it should be more smooth it is irritating in the throat ,0
after opening the capsule mint irritates in the throat ,0
capsule should be mild,0
it should be slightly smooth,0
it is very cold mint quantity was more it need to reduce,0
no it is perfect,1
it is very light need to change,0
no need to change anything just lightness should be less,0
yes mint irritates in throat,0
it is strong but it lightens if we break the capsule,0
it should be long lasting,0
flavor of strawberry should be increased,0
flavor should be slightly changed,0
no it has nice taste,1
it should be cool,0
it should be more smooth,0
no it is good,1
no it was perfect,1
the location of capsule should be changed and rest everything is fine,0
the cigarette was little bit hard before bursting the capsule the mint should be increased,0
no changes required in this cigarette everything is fine,1
the size of this cigarette should be changed and rest everything is fine,0
the mint flavor was little bit high it should be balanced,0
no changes required in this cigarette everything is okay,1
the quantity of tobacco is little bit high in this cigarette it should be reduced,0
this cigarette should be little bit light,0
no response,1
no changes required in this cigarette it was okay,1
no changes required in this cigarette it was very smooth and the flavor was also good,1
its menthol quantity need to reduce,0
it is light after burst,0
it is very hard before burst it was poking in neck,0
tobacco is bit poking in neck before burst,0
filter size need to increase,0
flavor need to reduce filter size need to increase,0
cigarette is good no need to burst while smoking,1
mint is very hard it need to be light,0
beore burst of capsule is is not good tobacco quality not very good but after burst it is very good,0
nothing like that it is good,1
very good no need to change,1
after burst of capsule taste was not good it need to change,0
before opening the capsule it was too smooth it should be hard,0
yes mint flavor is too much before opening the capsule tobacco is irritating and after opening the capsule it is too cool,0
filter should be lite otherwise it is fine,0
the cigarette should be little bit light,0
before bursting the capsule the cigarette was very light it should be little bit strong the mint flavor was okay after bursting the capsule,0
before bursting the capsule the cigarette was very light it should be little bit strong the taste was good after bursting the capsule,0
the taste was good after bursting the capsule it should be same from the beginning till the end,0
it was nice but after opening the capsule mint flavor is slightly hard it should be lite ,0
the flavor was very high after bursting the capsule it should be light,0
this cigarette should be smooth and the size should be increased,0
the taste was not very good before bursting the capsule and the amount of mint was very high after bursting the capsule this aspect should be changed,0
the mint flavor was little bit hard and it caused irritation in the throat this aspect should be changed,0
no changes required in this cigarette it is smooth and good,1
this cigarette is strong it should be little bit light,0
the length of this cigarette should be increased and it should be easy to burst the capsule,0
no changes required in this cigarette it is easy to take puffs,1
the quantity of tobacco should be reduced,0
no changes required in this cigarette it is very smooth and i like it,1
after opening the capsule mint flavor was not okay,0
no ,1
yes before burst it was light it need to be strong,0
nothing like that,1
no need to change any thing in it  every thing is very good in it,1
reduce the lightness in it,0
mint needs to be reduced in it,0
before opening the capsule it was normal but after opening the capsule it was just okay tobacco should be replaced ,0
after opening the capsule mint is too much it should be reduced ,0
before opening the capsule it was like small gold but after opening the capsule it is perfect nothing should be replaced ,0
before opening the capsule it was fine irritating in the throat taste was like chewing gum,0
before opening the capsule it was smooth but after opening the capsule it was irritating in the throat,0
before opening the capsule it was irritating in the throat but after opening the capsule it was smooth,0
filter was irritating otherwise it is fine,0
it is slightly irritating in the throat that should not happen,0
after opening the capsule it is irritating in the throat i don̵t like it,0
before opening the capsule it is slightly bitter but after opening the capsule it is nice,0
mint flavor is too much it should be reduced,0
puffing is easy ,1
flavor should be reduced,0
before opening the capsule it was fine after opening the capsule mint flavor is irritating in the throat ,0
before opening the capsule it was irritating in the throat after opening the capsule it was fine,0
before opening the capsule it should be hard after opening the capsule it is fine,0
before opening the capsule cigarette is hard everything is fine ,0
after opening the capsule mint flavor was nice,1
after opening the capsule cigarette was cool taste is nice,1
before opening the capsule cigarette is hard but after opening the capsule cigarette is lite and flavor is perfect ,0
before opening the capsule it is hard it should be lite,0
before opening the capsule it is lite after opening the capsule it was hard it should be lite ,0
before opening the capsule it is lite it should be hard,0
before opening the capsule it should be lite ,0
before breaking capsule it was hard after breaking capsule it was smooth and it has pepper mint mixed in it these both should be mixed,0
it is harsh on throat it was bitter,0
it has some extra mint flavor else everything is fine,1
after breaking capsule it was harsh on throat overall it is okay,0
it is okay,1
before breaking it was tasteless after breaking capsule it is good,0
it was hard before breaking capsule after breaking it is good,0
after breaking it is hard it should be reduced,0
it is hard before breaking it is good afterwards,0
before breaking capsule it should be smoke after breaking it should be light,0
before breaking capsule it is hard after breaking it is normal it should be light,0
it is okay after breaking capsule it is too cool it should be reduced,0
before breaking it is good after breaking i didn̵t liked it no mint should be there,0
it is medium should be slightly hard,0
before it is good mint flavor should be reduced,0
it is harsh on throat it should be smooth,0
it should be smooth before and after breaking capsule,0
it is harsh on throat after breaking capsule it is too hard should be light,0
no need to change mint flavor should be reduced ,0
after breaking capsule it is hard,0
it is hard before breaking,0
no need to change ,1
before breaking capsule it is harsh on throat after breaking capsule it is good mint flavor is too much should be reduced,0
this cigarette should be little bit light in taste,0
before bursting the capsule the taste was normal and after bursting the capsule the mint flavor was very light the mint flavor should be increased,0
the flavor of this cigarette should be changed,0
no changes required in this cigarette i like it so much,1
no changes required in this cigarette i like the orange flavor so much,1
before bursting the capsule the taste was very soft and average after bursting the capsule the cooling effect was too high it caused too much irritation in the throat,0
i didnt like the mint flavor after bursting the capsule the flavor before bursting the capsule was good and i like it,0
before bursting the capsule the taste was average and after bursting the capsule the cooling effect was too high the capsule was very hard to burst all these aspects should be improved,0
the quantity of tobacco should be reduced in this cigarette it caused irritation in the throat and the taste was not very good after bursting the capsule,0
no changes required in this cigarette the flavor was good,1
no changes required in this cigarette it is very nice to smoke this cigarette,1
no changes required in this cigarette it was very nice to smoke this cigarette the mint flavor was very good,1
i didnt like the taste before bursting the capsule the quality of tobacco should be improved,0
no changes required in this cigarette it is nice to smoke i like the flavor so much,1
the quantity of tobacco and the mint flavor should be reduced in this cigarette,0
the quantity of smoke was too high before bursting the capsule the quantity of tobacco should be reduced,0
it was difficult to take puffs before bursting the capsule this aspect should be changed,0
it was difficult to burst the capsule it should be easy to burst,0
it is a good cigarette but it was difficult to burst the capsule it should be easy to burst,0
this cigarette was little bit strong and it caused irritation in the throat this aspect should be changed,0
it was difficult to burst the capsule and it also caused irritation in the throat the filter should be improved and the quantity of tobacco should be reduced,0
the cigarette was normal in the begging and after bursting the capsule the mint flavor was high,0
the quantity of tobacco should be reduced in this cigarette ,0
the cigarette was hard before bursting the capsule the hardness should be reduced,0
few changes are needed to change in this cigarette,0
no changes required in this cigarette it is soft and i like the cooling effect,1
no changes required in this cigarette it was quite smooth,1
no changes required in this cigarette i felt good after bursting the capsule,1
no changes required in this cigarette it was smooth and it didnt cause irritation in the throat,1
this cigarette caused irritation in the throat even before or after bursting the capsule this aspect should be changed,0
the filter was tight and it was difficult to take puffs this aspect should be changed,0
the quantity of tobacco should be reduced in this cigarette,0
no changes required in this cigarette it is nice to smoke ,1
no changes required in this cigarette it is little bit hard and i like it,0
this cigarette cause too much irritation in the throat even before or after bursting the capsule the mint flavor was also very high all these aspects should be changed,0
tobacco is good flavor should be increased,0
after bursting the capsule the mint flavor was not very good it should be improved,0
no changes required in this cigarette i like it so much it is light and smooth,1
the mint flavor was too high after bursting the capsule and it cause irritation in the throat the mint should be light bit reduced,0
this cigarette caused slight irritation in the throat this aspect should be changed,0
it is hard flavor is changed after breaking,0
the hardness of this cigarette should be reduced,0
this cigarette caused irritation in the throat even before or after bursting the capsule it was very strong this aspect should be changed,0
the mint flavor was too high after bursting the capsule and it was very hard the tobacco was also hard,0
absolutely not,1
this cigarette caused irritation in the throat even before or after bursting the capsule ,0
the cooling effect was high after bursting the capsule this aspect should be changed,0
no changes should be made,1
the quality of tobacco should be improved and the cooling effect should be increased,0
the flavor of capsule should be changed,0
the proportion of mint should be reduced,0
yes it was strong felt like coughing it was okay after breaking capsule,0
no no it is better,1
it feels good after breaking ,1
this cigarette is little bit harsh before bursting the capsule this aspect should be changed,0
i didnt like the flavor after bursting the capsule ,0
the cigarette was light before bursting the capsule it became very good after bursting the capsule,0
no changes required in this cigarette i like the taste,1
no changes required in this cigarette it is smooth and very good,1
this cigarette is little bit hard before bursting the capsule this aspect should be changed,0
the tobacco was little bit hard before bursting the capsule it was good after bursting the capsule,0
the smoke was very hard even before or after bursting the capsule this aspect should be changed,0
the cigarette was very hard after bursting the capsule it should be little bit light,0
the amount of mint should be reduced in this cigarette,0
this cigarette is little bit hard it should be little bit soft,0
i think there is no scope for change it is fine it is very good,1
i think filter should be changed it is not good after breaking the capsule i didnt like the shape no,0
no cigarette is good no need to change anything,1
no changes are required everything is fine ,1
i didnt like the [inaudible] ,0
there is nothing to change it is very good ,1
before breaking it it is good but after breaking it is hard i think they should try to make it better,0
no everything is okay,1
before breaking it was not strong then it was afterwards and i felt good after breaking ,1
tobacco irritates in throat it should be made less,0
smoke can be felt in throat and it should be made light,0
no cigarette is very nice lite and mint flavor is perfect,1
coolness is less it okay before breaking,0
it should change it should be strong,0
it was like chocolate everything is fine ,1
tobacco irritates in throat,0
mint flavor was good and before it was hard it should be made light,0
it takes time to smoke second time it was tasting bitter,0
no it is okay,1
when i smoke i feel irritable in throat that should not happen,0
it was not that good no need to change,0
it was hard felt irritable in throat,0
it is slightly strong it should be lite,0
it was hard in the starting when i opened mint flavor then it became more hard flavorwise it is nice but there should be a mark to show flavor,0
it is slightly hard it should be reduced ,0
only mint flavor is coming just like a normal cigarette ,0
tobacco quantity should be reduced it is slightly strong but after opening it went mild,0
no it was good i felt good while smoking i liked it very much no,1
it is too lite it is having mint flavor and cooling is nice but it should be slightly strong ,0
it is was before opening it but after opening it went hard tobacco quantity should be reduced,0
cigarette is slightly strong it should be lite,0
flavor was nice lite it should be slightly strong ,0
cigarette is strong it should be lite,0
it is strong and bitter so that should be replaced ,0
cigarette is slightly bitter and taste is not fine so it should be replaced ,0
mint orange flavor was very nice it is lite so it should be strong,0
no it is good for them who use strong cigarette this cigarette was strong if it would be lite then it will be better,0
cigarette is slightly hard and it was irritating in the throat and tobacco was not proper so i feel it should be replaced ,0
flavor of this cigarette is not that good they should change that,0
this cigarette is bit light according  to me,0
this cigarette is causing bit problem in throat this cigarette was strong there was itching sensation in throat,0
this cigarette was not good before bursting the capsule taste was bit hard they should reduce it,0
they should make it bit strong and they should increase amont of mintm this cigarette was light,0
they should increase the strength of flavor,0
no everything is fine but mint flavor is very low so that should be added,0
after opening the capsule it is slightly hard flavor is nice,0
it is slightly hard and irritating in the throat so that should be replaced ,0
it was slightly strong before opening the capsule but after opening the capsule it was nice mint flavor is nice but before opening the capsule it is irritating in the throat ,0
i think mint should be light before breaking filter is good i think mint is hard,0
no need to change everything is fine ,1
it should be more smooth it is light now it should be dark ,0
no it is right everything is fine no need to change ,1
before breaking it i feel like there should be change no,0
no changes are required everything is fine no no change is required ,1
i don̵t need any changes at all everything is fine ,1
no need to change anything with this cigarette no no no changes are required no,1
it is the best cigarette i liked everything,1
its taste is good i feel that in the throat no,0
it is good i don̵t want any change i get relieved after breaking the filter ,1
its flavor is good it is normal cigarette it is very good no i don̵t need to change,1
it is slightly light it feels hard because of mint but then it feels light no,1
i think it is fine no need to change after breaking it it goes inside the mouth easily so it should be slightly hard nothing more,0
no changes are required ,1
before the capsule was broken it was hard but after breaking it it feels normal,0
everything is fine it is smooth no changes are required ,1
no changes are required it is good,1
it should be smooth it is too much hard ,0
mint flavor should be reduced ,0
i didn̵t like it before opening the capsule but after opening the capsule it was nice just like menthol,0
yes it is slightly hard before opening the capsule so that should be replaced ,0
no everything is fine flavor was nice like lemon ,1
there was itching sensation in throat and there was some noice smell of tobacco was there while smoking it should not be there,0
changes should not be made,0
before breaking it irritates a lot tobacco should be less,0
it was hard it should be light ,0
they should increase the size of filter,0
before breaking it irritates a lot,0
before breaking it is very hard after breaking it is okay,0
before breaking it is very hard after breaking it is light,0
there was good fragrance of mind before bursting the capsule,1
it is slightly hard and bitter so that should be replaced ,0
after opening the capsule cigarette was bad flavor was not nice it should be replaced ,0
flavor should be more ,0
no nothing to change,1
no i like it,1
this cigarette is light they should make it light,0
amount of tobacco is very less in this cigarette and it was not good for smoke,0
this cigarette is strong they should change that and they should reduce the amount of tobacco,0
this cigarette is too light they should make it bit hard,0
it is irritating in throat,0
no everything is fine but it was hard before opening the capsule after opening the capsule mint flavor was nice,0
flavor is too much it should be lite,0
before opening the capsule it is slightly hard so it should be hard,0
it is just okay and mint flavor is not fine it should be added,0
it should be lite smoke is hard and it is irritating in the throat ,0
smell was too much otherwise it is okay,0
yes cooling which comes after opening the capsule is less,0
tobacco should be slightly strong,0
tobacco is very light it is not goodcigarette ,0
nicotine is less,0
toxin need to increase it is very light,0
it is looking strong before breaking,0
no because the honey taste is good,1
there was bitterness ,0
before breaking it is very hard it should be light,0
no everything is alright,1
taste was too much,0
there is irritation in throat,0
it is okay mint is nice no irritation,1
it should taste like fennel seeds,0
it is okay just dryness should not  be there,0
it should be less hard,0
the mint flavor was not very smooth after bursting the capsule it should be smooth,0
before bursting the capsule the cigarette was hard and it caused irritation in the throat this aspect should be changed,0
the taste of this cigarette was little bit bitter this aspect should be changed,0
it was difficult to take puffs in this cigarette this aspect should be changed,0
this cigarette is little bit light the taste should be increased,0
the quality of tobacco should be improved,0
no changes required in this cigarette it was smooth and the taste was very good,1
no changes required in this cigarette it is very smooth,1
the mint flavor should be reduced,0
it was very difficult to burst the capsule this aspect should be changed,0
cigarette is poking in neck it need to change,0
before it was not good it was not smooth,0
before burst it was not good it was poking in throat,0
it was hard before burst it was poking in neck,0
before burst it was like normal cigarette it was hard and drying in neck its harshness need to reduce bit,0
it is ok,1
filter length need to increase bit,0
flavor need to increase before burst of capsule,0
its coldness need to reduce its smoke need to reduce,0
mint need to reduce before burst,0
i didnt like menthol flavor after burst,0
taste need to change,0
it is bit choking in neck,0
flavor should not minx,0
not at all,1
it is slightly poking in neck,0
taste need to change ,0
before opening the capsule smoke was less and after opening the capsule smoke is fine,0
before opening the capsule it is slightly bitter and after opening the capsule it is fine,0
before bursting the capsule the cigarette was little bit strong the hardness should be reduced it was okay after bursting the capsule,0
before bursting the capsule the taste was very light it should be little bit strong it was okay after bursting the capsule i like the mint flavor,0
before bursting the capsule the taste was very light after bursting the capsule the flavor was very light the cigarette should be strong and the flavor should be increased,0
the taste was good after bursting the capsule it should be same from the beginning till the end the cigarette should burn slowly,0
the cigarette became very hard after bursting the capsule this aspect should be changed,0
it was nice before opening the capsule but after opening the capsule mint flavor is too much it should be reduced,0
the mint flavor was very high after bursting the capsule it should be reduced,0
this cigarette is very hard and i observed bitterness and irritation in the throat while taking puffs the smoothness should be increased,0
this cigarette is little bit hard and it caused irritation in the throat it should be little bit light,0
the amount of mint should be increased and rest everything is fine,0
no changes required in this cigarette everything is okay it is smooth and the taste is also good,1
mint flavor should be replaced with orange otherwise everything is fine,0
no nedd any changes in it  everything is good in it,1
did not liked the stick in it the stick,0
lightness needs to be increased init,0
hardness needs to be increased in it,0
change the mint flavor in it  irritation felt in throat,0
before opening the capsule taste was not good after opening the capsule mint was fine so tobacco should be replaced before opening the capsule ,0
cigarette was nice before opening the capsule and after opening the capsule but filter is not fine flavor is very nice,1
after opening the capsule it was slightly hard and puffing was hard it was irritating in the throat ,0
filter should be replaced ,0
i don̵t like its flavor and it was tasteless before opening the capsule but after opening the capsule it is cool,0
before opening the capsule it is fine but after opening the capsule it is irritating in the throat ,0
before opening the capsule it was slightly hard so that should be replaced ,0
before opening the capsule it was slightly bitter after opening the capsule it was fine,0
smoke is too much it irritates in the throat ,0
before opening the capsule it was fine but after opening the capsule it was hard so it should be lite,0
before opening the capsule it is irritating in the throat after opening the capsule orange flavor is coming,0
yes cooling was not good i didn̵t like it,0
before opening the capsule it was slightly hard but after opening the capsule it was smooth,0
before opening the capsule it is hard it should be lite ,0
before opening the capsule it is hard ,0
after opening the capsule it is hard it should be lite,0
after opening the capsule cooling is too much it should be reduced ,0
before breaking capsule it was hard,0
after breaking capsule it should be better i didn̵t liked the smell,0
before breaking capsule it was hard filter gas a problem,0
it is okay it is light,1
yes before breaking capsule it was hard,0
after breaking capsule its menthol flavor should be reduced,0
it is light no need to change ,1
i didn̵t liked the cigarette flavor is hard before breaking capsule afterwards it is too hard,0
it is hard before breaking tobacco is strong after breaking it is okay,0
before breaking it was hard after breaking it was good,0
before breaking it is harsh after breaking it is good,0
before breaking capsule it is hard after breaking capsule it is normal,0
puffs are hard before breaking capsule,0
hardness should be reduced after breaking capsule,0
flavor should be changed it should be hard,0
it was hard after breaking and before breaking capsule it was hard tobacco is hard flavor is good,0
before it is good no need to change ,1
puffs are hard it should be easy,0
it is harsh it should be smooth,0
before breaking capsule it was hard mint flavor was more,0
before breaking capsule it is smooth,1
before breaking capsule it is normal after breaking capsule it is normal it is light mint is too much,0
no changes required in this cigarette after bursting the capsule the taste was like strawberry,1
before bursting the capsule the taste was smooth and after bursting the capsule the mint flavor was very hard it was also difficult to burst the capsule,0
the quality of tobacco should be improved in this cigarette,0
before bursting the capsule the taste was hard and it caused irritation in the throat the hardness should be reduced,0
the hardness of this cigarette should be increased it was very light even before or after bursting the capsule,0
before bursting the capsule the taste was like gold flake and after bursting the capsule it caused irritation in the throat rest everything is fine,0
i didnt like the mint flavor of this cigarette it was very hard and it caused irritation in the throat this aspect should be changed,0
no changes required in this cigarette the flavor was okay it was smooth while smoking,1
the taste of tobacco was little bit strong before bursting the capsule this aspect should be changed,0
no changes required in this cigarette it was very smooth and nice to smoke,1
the taste of tobacco was little bit strong before bursting the capsule it should be light,0
no changes required in this cigarette it is light and good,1
the flavor of tobacco should be reduced,0
the taste was light before bursting the capsule it should be little bit strong,0
the filter of this cigarette is little bit tight it should be easy to burst the capsule,0
this cigarette was little bit hard before bursting the capsule it should be little bit light,0
the cigarette was little bit hard before bursting the capsule it also caused irritation in the throat this aspect should be changed,0
this cigarette is little bit strong the mint flavor should be little bit light,0
no changes required in this cigarette it is quite smooth and refreshing,1
no changes required in this cigarette i like the mint flavor,1
no changes required in this cigarette the mint flavor was very good,1
the mint flavor was very high it should be reduced,0
no changes required in this cigarette the flavor is good,1
before bursting the capsule the taste was not very good it became good after bursting the capsule,0
before bursting the capsule the taste was light and it became hard after bursting the capsule the hardness should be reduced,0
i didnt like the taste after bursting the capsule it should be little bit light,0
before breaking it was okay after breaking it felt good,1
cigarette was hard it should be made soft,0
the cooling effect was little bit high after bursting the capsule it should be reduced,0
the size of this cigarette should be little bit increased and rest everything is fine,0
tobacco content was more,0
it was smooth and soft and flavor is good,1
the orange flavor very high after bursting the capsule it should be reduced,0
no changes required in this cigarette it was light and the flavor was also good,1
after bursting the capsule the flavor was little bit light and smooth,0
tobacco content was more sweetness is also more,0
the quality of tobacco should be improved and the mint flavor should be changed it was not very good,0
this cigarette caused irritation in the throat before bursting the capsule this aspect should be changed i enjoyed smoking after bursting the capsule,0
this cigarette caused too much irritation in the throat before bursting the capsule it was okay after bursting the capsule,0
this cigarette caused irritation in the throat before bursting the capsule this aspect should be changed,0
the taste was little bit hard before bursting the capsule it was good after bursting the capsule,0
it should be light tobacco should be balanced ,0
