,Panel,Product,Likes,Likes_new,Sentiment,Dislikes,Dislikes_new,SentimentDislike
209,Marlts,T295,Blank,['blank'],0.78981745,This cigarette should be little bit light.,"['cigarette', 'should', 'little', 'bit', 'light']",0.005777712
210,Marlts,G647,This cigarette is medium. It is nice to smoke and the taste is also good.,"['cigarette', 'medium', 'nice', 'smoke', 'taste', 'also', 'good']",0.97790647,This cigarette should be little bit light.,"['cigarette', 'should', 'little', 'bit', 'light']",0.005777712
211,Marlts,B845,It is a good product and I will recommend it to my friends.,"['good', 'product', 'recommend', 'friend']",0.96826774,I would like to increase the smoothness of this cigarette.,"['would', 'like', 'increase', 'smoothness', 'cigarette']",0.099520035
212,MGA,V476,"I didn't like much about this cigarette. It is not that good as compare to my regular brand, still I will suggest my friends to try it once. ","['not', 'like', 'much', 'cigarette', 'not', 'good', 'compare', 'regular', 'brand', 'still', 'suggest', 'friend', 'try']",0.94887453,The puffs should be easy. The quantity of tobacco and the filter should be changed.,"['puff', 'should', 'easy', 'quantity', 'tobacco', 'filter', 'should', 'change']",0.0026481485
213,MGA,V476,It is nice to smoke this cigarette. It is smooth and I will recommend it to my friends.,"['nice', 'smoke', 'cigarette', 'smooth', 'recommend', 'friend']",0.9902632,No changes required in the blend. I like it so much.,"['no', 'change', 'require', 'blend', 'like', 'much']",0.99303424
214,MGA,K817,I like this product so much. I enjoyed smoking it and I will recommend it to my friends.,"['like', 'product', 'much', 'enjoy', 'smoking', 'recommend', 'friend']",0.19446199,No changes required in the blend. I enjoyed smoking it.,"['no', 'change', 'require', 'blend', 'enjoy', 'smoking']",0.99390125
215,Marlts,K817,It is a good cigarette. It is smooth and nice to smoke.,"['good', 'cigarette', 'smooth', 'nice', 'smoke']",0.99738413,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
216,MGA,D782,It was nice to smoke this cigarette. I will recommend it to my friends. They will also like it.,"['nice', 'smoke', 'cigarette', 'recommend', 'friend', 'also', 'like']",0.9464545,No changes required in the blend. Everything is good.,"['no', 'change', 'require', 'blend', 'everything', 'good']",0.99939823
217,MGA,D782,It is a good cigarette. It is light and smooth. The quantity of tobacco is also perfect.,"['good', 'cigarette', 'light', 'smooth', 'quantity', 'tobacco', 'also', 'perfect']",0.9353078,No changes required in the blend. Everything is good.,"['no', 'change', 'require', 'blend', 'everything', 'good']",0.99939823
218,Marlts,B845,It is a good cigarette. It is light and smooth. The quantity of tobacco is also perfect.,"['good', 'cigarette', 'light', 'smooth', 'quantity', 'tobacco', 'also', 'perfect']",0.9353078,No changes required in the blend. Everything is good.,"['no', 'change', 'require', 'blend', 'everything', 'good']",0.99939823
219,MGA,D782,I would like to share with my friends that it is a good cigarette.,"['would', 'like', 'share', 'friend', 'good', 'cigarette']",0.99286073,No changes required in the blend. Everything is good.,"['no', 'change', 'require', 'blend', 'everything', 'good']",0.99939823
220,Marlts,G647,It is a good cigarette. The taste is good. It is smooth and it doesn't cause any problem in the throat.,"['good', 'cigarette', 'taste', 'good', 'smooth', 'not', 'problem', 'throat']",0.8971779,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
221,Marlts,B845,It is a very good product and I like it.,"['very', 'good', 'product', 'like']",0.8995026,I would like to change the filter of this cigarette.,"['would', 'like', 'change', 'filter', 'cigarette']",0.2789686
222,MGA,B845,I like this cigarette so much. It was very smooth and I will recommend it to my friends.,"['like', 'cigarette', 'much', 'very', 'smooth', 'recommend', 'friend']",0.8054823,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
223,Marlts,V476,The amount of smoke was high and the cigarette was little bit strong.,"['amount', 'smoke', 'high', 'cigarette', 'little', 'bit', 'strong']",0.0012294012,This cigarette should be little bit soft and it should not cause irritation in the throat.,"['cigarette', 'should', 'little', 'bit', 'soft', 'should', 'not', 'irritation', 'throat']",0.0005021409
224,Marlts,K817,It is a good product. It is nice to smoke and it makes me feel refreshing. I will recommend it to my friends.,"['good', 'product', 'nice', 'smoke', 'make', 'feel', 'refresh', 'recommend', 'friend']",0.99168164,I would like to increase the quantity of tobacco and rest everything is fine.,"['would', 'like', 'increase', 'quantity', 'tobacco', 'rest', 'everything', 'fine']",0.0585799
225,MGA,K817,I like the taste of this cigarette. It didn't cause any problem after smoking.,"['like', 'taste', 'cigarette', 'not', 'problem', 'after', 'smoking']",0.26781595,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
226,MGA,B845,The taste and the flavor of this cigarette is good. It is mild and I like it.,"['taste', 'flavor', 'cigarette', 'good', 'mild', 'like']",0.32226107,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
227,MGA,D782,It was very nice to smoke this cigarette and I will share the same with my friends.,"['very', 'nice', 'smoke', 'cigarette', 'share', 'friend']",0.9956606,No changes required in the blend. It was very nice to smoke.,"['no', 'change', 'require', 'blend', 'very', 'nice', 'smoke']",0.99914265
228,MGA,T295,The cigarette was hard and I didn't like much about it. I will share the same with my friends.,"['cigarette', 'hard', 'not', 'like', 'much', 'share', 'friend']",0.39080116,I didn't like this cigarette. The quantity of tobacco should be reduced.,"['not', 'like', 'cigarette', 'quantity', 'tobacco', 'should', 'reduce']",0.0019894454
229,MGA,K817,It is a good cigarette. The flavor is also pleasant.,"['good', 'cigarette', 'flavor', 'also', 'pleasant']",0.9513443,No changes required in the blend. I like this product.,"['no', 'change', 'require', 'blend', 'like', 'product']",0.9948716
230,MGA,V476,It is a good cigarette. I like the taste and it didn't cause irritation in the throat.,"['good', 'cigarette', 'like', 'taste', 'not', 'irritation', 'throat']",0.3343772,Inaudible,['inaudible'],0.3233734
231,Marlts,D782,It was nice to smoke this cigarette. The flavor of tobacco was also very good.,"['nice', 'smoke', 'cigarette', 'flavor', 'tobacco', 'also', 'very', 'good']",0.8816367,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
232,MGA,T295,I didn't like much about this cigarette. The quantity of tobacco was high and the flavor was not that good.,"['not', 'like', 'much', 'cigarette', 'quantity', 'tobacco', 'high', 'flavor', 'not', 'good']",0.017668398,I would like to change the flavor of tobacco.,"['would', 'like', 'change', 'flavor', 'tobacco']",0.10006989
233,MGA,G647,I like this cigarette so much and I will recommend it to my friends. They will also like it.,"['like', 'cigarette', 'much', 'recommend', 'friend', 'also', 'like']",0.45625174,No changes required in the blend. It is much better.,"['no', 'change', 'require', 'blend', 'much', 'well']",0.9965647
234,MGA,B845,I didn't like this cigarette. The flavor was bad and the cigarette was very tight. I will suggest my friends to try it once if they are interested.,"['not', 'like', 'cigarette', 'flavor', 'bad', 'cigarette', 'very', 'tight', 'suggest', 'friend', 'try', 'interested']",0.33677432,I would like to change tobacco level and the flavor. The filter should be little bit thick.,"['would', 'like', 'change', 'tobacco', 'level', 'flavor', 'filter', 'should', 'little', 'bit', 'thick']",0.0013235934
235,Marlts,D782,It is nice to smoke this cigarette. It is smooth and I like it. I will recommend it to my friends.,"['nice', 'smoke', 'cigarette', 'smooth', 'like', 'recommend', 'friend']",0.9781838,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
236,MGA,B845,I like this cigarette so much and I will recommend it to my friends.,"['like', 'cigarette', 'much', 'recommend', 'friend']",0.5911761,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
237,MGA,K817,I would like to share with my friends that it was a very good cigarette.,"['would', 'like', 'share', 'friend', 'very', 'good', 'cigarette']",0.9930952,The flavor of this cigarette should be increased.,"['flavor', 'cigarette', 'should', 'increase']",0.025011946
238,MGA,D782,I would like to share with my friends that this cigarette is very light and it is very easy to take puffs.,"['would', 'like', 'share', 'friend', 'cigarette', 'very', 'light', 'very', 'easy', 'take', 'puff']",0.9443873,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
239,MGA,K817,It is a good cigarette. It is smooth and nice to smoke.,"['good', 'cigarette', 'smooth', 'nice', 'smoke']",0.99738413,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
240,Marlts,B845,It is a good cigarette and I will recommend it to my friends.,"['good', 'cigarette', 'recommend', 'friend']",0.98084,I would like to add mint flavor.,"['would', 'like', 'add', 'mint', 'flavor']",0.038298484
241,Marlts,D782,It was a good cigarette. The taste is also good.,"['good', 'cigarette', 'taste', 'also', 'good']",0.9861491,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
242,MGA,K817,This cigarette is smooth and nice to smoke. It didn't cause irritation in the throat.,"['cigarette', 'smooth', 'nice', 'smoke', 'not', 'irritation', 'throat']",0.87004,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
243,Marlts,K817,It was a good cigarette and I like it.,"['good', 'cigarette', 'like']",0.94819295,I would like to increase the smoothness of this cigarette.,"['would', 'like', 'increase', 'smoothness', 'cigarette']",0.099520035
244,MGA,B845,It is a good cigarette and I enjoyed smoking it.,"['good', 'cigarette', 'enjoy', 'smoking']",0.901506,No changes required in the blend. It is a good cigarette. I enjoyed smoking it.,"['no', 'change', 'require', 'blend', 'good', 'cigarette', 'enjoy', 'smoking']",0.99513584
245,Marlts,G647,It is a good cigarette. It is nice to smoke and I will recommend it to my friends.,"['good', 'cigarette', 'nice', 'smoke', 'recommend', 'friend']",0.99598205,No changes required in the blend. It is okay.,"['no', 'change', 'require', 'blend', 'okay']",0.9982912
246,Marlts,B845,It is a good product. It is smooth and it doesn't cause irritation in the throat. I will recommend it to my friends.,"['good', 'product', 'smooth', 'not', 'irritation', 'throat', 'recommend', 'friend']",0.6107902,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
247,Marlts,T295,It was a good cigarette and it was easy to take puffs.,"['good', 'cigarette', 'easy', 'take', 'puff']",0.9777908,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
248,Marlts,V476,This cigarette is mild and smooth. I like it and I will recommend it to my friends.,"['cigarette', 'mild', 'smooth', 'like', 'recommend', 'friend']",0.28477824,I would like to make it dual filter cigarette.,"['would', 'like', 'make', 'dual', 'filter', 'cigarette']",0.2376805
249,Marlts,K817,This cigarette is very hard and it caused irritation in the throat. I will share the same with my friends.,"['cigarette', 'very', 'hard', 'cause', 'irritation', 'throat', 'share', 'friend']",0.18622614,The quantity of tobacco should be reduced.,"['quantity', 'tobacco', 'should', 'reduce']",0.0041265427
250,MGA,K817,It is a good cigarette. It is easy to smoke and it doesn't cause any irritation in the throat. I will recommend it to my friends.,"['good', 'cigarette', 'easy', 'smoke', 'not', 'irritation', 'throat', 'recommend', 'friend']",0.7325173,No changes required in the blend. It is a good cigarette.,"['no', 'change', 'require', 'blend', 'good', 'cigarette']",0.99918264
251,MGA,T295,It is very nice to smoke this cigarette. It is smooth and I will recommend it to my friends.,"['very', 'nice', 'smoke', 'cigarette', 'smooth', 'recommend', 'friend']",0.9883773,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
252,Marlts,G647,This cigarette is not at all good. I will advice my friends not to use it.,"['cigarette', 'not', 'good', 'advice', 'friend', 'not', 'use']",0.90922135,I would like to change the tobacco.,"['would', 'like', 'change', 'tobacco']",0.12314598
253,MGA,V476,It is a good cigarette. It is nice to smoke and I enjoyed smoking it.,"['good', 'cigarette', 'nice', 'smoke', 'enjoy', 'smoking']",0.97457,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
254,MGA,G647,It is a good cigarette. It is light and the smoke doesn't cause irritation in the throat.,"['good', 'cigarette', 'light', 'smoke', 'not', 'irritation', 'throat']",0.48364368,This cigarette should be little bit strong so that it would be much better.,"['cigarette', 'should', 'little', 'bit', 'strong', 'would', 'much', 'well']",0.0018865896
255,Marlts,G647,I like this cigarette so much. It is similar to my regular brand.,"['like', 'cigarette', 'much', 'similar', 'regular', 'brand']",0.63340366,No changes required in the blend. Everything is fine.,"['no', 'change', 'require', 'blend', 'everything', 'fine']",0.9989768
256,MGA,V476,This cigarette is okay. I will recommend it to my friends.,"['cigarette', 'okay', 'recommend', 'friend']",0.9172332,The quantity of tobacco should be reduced.,"['quantity', 'tobacco', 'should', 'reduce']",0.0041265427
257,MGA,D782,I didn't like much about this cigarette. So I won't recommend it to my friends.,"['not', 'like', 'much', 'cigarette', 'not', 'recommend', 'friend']",0.20091523,I would like to change the tobacco.,"['would', 'like', 'change', 'tobacco']",0.12314598
258,Marlts,B845,The flavor of this cigarette is good. It doesn't cause any problem in the throat. I will recommend it to my friends.,"['flavor', 'cigarette', 'good', 'not', 'problem', 'throat', 'recommend', 'friend']",0.66893363,I would like to add something new.,"['would', 'like', 'add', 'something', 'new']",0.13714604
259,MGA,D782,It is a good cigarette. It is smooth and I will recommend it to my friends.,"['good', 'cigarette', 'smooth', 'recommend', 'friend']",0.99040496,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
260,MGA,K817,I didn't like much about this cigarette but I will suggest my friends to try it.,"['not', 'like', 'much', 'cigarette', 'but', 'suggest', 'friend', 'try']",0.7038746,I would like to make it smooth. ,"['would', 'like', 'make', 'smooth']",0.3815171
261,MGA,K817,I like this cigarette so much. It is very smooth and it doesn't cause irritation in the throat. I will recommend it to my friends.,"['like', 'cigarette', 'much', 'very', 'smooth', 'not', 'irritation', 'throat', 'recommend', 'friend']",0.20061436,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
262,Marlts,B845,This product is light and I didn't like it much. I will suggest my friends to try it once.,"['product', 'light', 'not', 'like', 'much', 'suggest', 'friend', 'try']",0.6192308,I would like to make it light and smooth.,"['would', 'like', 'make', 'light', 'smooth']",0.2879123
263,MGA,V476,This cigarette is light and smooth. I like it and I will recommend it to my friends.,"['cigarette', 'light', 'smooth', 'like', 'recommend', 'friend']",0.88020414,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
264,MGA,K817,I like this cigarette. It is smooth and I will recommend it to my friends.,"['like', 'cigarette', 'smooth', 'recommend', 'friend']",0.9180496,No changes required in the blend. It is perfect.,"['no', 'change', 'require', 'blend', 'perfect']",0.9994474
265,MGA,D782,This cigarette is smooth and I like it. I will recommend it to my friends.,"['cigarette', 'smooth', 'like', 'recommend', 'friend']",0.9284053,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
266,MGA,B845,It is a good cigarette. The taste is also good.,"['good', 'cigarette', 'taste', 'also', 'good']",0.9861491,I would like to reduce the quantity of tobacco.,"['would', 'like', 'reduce', 'quantity', 'tobacco']",0.005990206
267,Marlts,T295,It is a very good product and I will recommend it to my friends.,"['very', 'good', 'product', 'recommend', 'friend']",0.9630703,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
268,MGA,G647,This cigarette is smooth. The quality of tobacco is also good and it doesn't cause irritation in the throat.,"['cigarette', 'smooth', 'quality', 'tobacco', 'also', 'good', 'not', 'irritation', 'throat']",0.6461337,No changes required in the blend. It is a very good cigarette.,"['no', 'change', 'require', 'blend', 'very', 'good', 'cigarette']",0.99875295
269,MGA,G647,This cigarette is similar to my regular brand. I like the taste.,"['cigarette', 'similar', 'regular', 'brand', 'like', 'taste']",0.8576767,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
270,MGA,V476,This cigarette is slightly hard and rest everything is fine. It should be little bit light.,"['cigarette', 'slightly', 'hard', 'rest', 'everything', 'fine', 'should', 'little', 'bit', 'light']",0.0010685297,I would like to make it soft and smooth.,"['would', 'like', 'make', 'soft', 'smooth']",0.6432056
271,MGA,T295,This cigarette is smooth and I like it. It is better than my regular brand.,"['cigarette', 'smooth', 'like', 'well', 'regular', 'brand']",0.938251,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
272,MGA,K817,It is nice to smoke this cigarette. It is smooth and I like it so much. I will recommend it to my friends.,"['nice', 'smoke', 'cigarette', 'smooth', 'like', 'much', 'recommend', 'friend']",0.9277372,No changes required in the blend. Everything is good.,"['no', 'change', 'require', 'blend', 'everything', 'good']",0.99939823
273,MGA,B845,This cigarette is little bit hard and it takes lot of efforts to take puffs.,"['cigarette', 'little', 'bit', 'hard', 'take', 'lot', 'effort', 'take', 'puff']",0.003054253,This cigarette should be light and easy to take puffs.,"['cigarette', 'should', 'light', 'easy', 'take', 'puff']",0.117990166
274,MGA,D782,This cigarette is smooth and I like it so much.,"['cigarette', 'smooth', 'like', 'much']",0.7631613,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
275,MGA,V476,I like this cigarette. It is better than other regular cigarettes.,"['like', 'cigarette', 'well', 'regular', 'cigarette']",0.67479646,No changes required in the blend. I like it.,"['no', 'change', 'require', 'blend', 'like']",0.99697053
276,MGA,B845,It is nice to smoke this cigarette.,"['nice', 'smoke', 'cigarette']",0.977423,No changes required in the blend. ,"['no', 'change', 'require', 'blend']",0.9974178
277,MGA,K817,Blank,['blank'],0.78981745,No need to make any changes.,"['no', 'need', 'make', 'change']",0.93748623
278,MGA,K817,That this is a new cigarette is market. It doesn’t hurt in the throat and tastes good. It would be good if it is launched in market.,"['new', 'cigarette', 'market', 'not', 'hurt', 'throat', 'taste', 'good', 'would', 'good', 'launch', 'market']",0.9369585,No need to make any changes.,"['no', 'need', 'make', 'change']",0.93748623
279,MGA,B845,It is a good cigarette and will ask them to try it. But this is a hard cigarette compared to the first one/ Tobacco quantity is more.,"['good', 'cigarette', 'ask', 'try', 'but', 'hard', 'cigarette', 'compare', 'first', 'one', 'tobacco', 'quantity']",0.10874214,Tobacco quantity should be reduced.,"['tobacco', 'quantity', 'should', 'reduce']",0.0039768703
280,MGA,D782,This is a smooth blend with good taste. Will ask my friends to try it once.,"['smooth', 'blend', 'good', 'taste', 'ask', 'friend', 'try']",0.99868375,Filter size should be increased. Everything else is good.,"['filter', 'size', 'should', 'increase', 'everything', 'else', 'good']",0.04650643
281,MGA,B845,cigarette's taste is very good. I liked it very much. It is very smooth.,"['cigarette', 'taste', 'very', 'good', 'like', 'very', 'much', 'very', 'smooth']",0.80077285,No need to make any changes.,"['no', 'need', 'make', 'change']",0.93748623
282,MGA,D782,That this is a good cigarette and is very smooth and easy to smoke.,"['good', 'cigarette', 'very', 'smooth', 'easy', 'smoke']",0.99354315,No. it is a very good cigarette.,"['no', 'very', 'good', 'cigarette']",0.9933837
283,MGA,K817,cigarette is slightly good and is smooth/ Taste is good.,"['cigarette', 'slightly', 'good', 'smooth', 'taste', 'good']",0.9755731,Filter size should be increased. Everything else is good.,"['filter', 'size', 'should', 'increase', 'everything', 'else', 'good']",0.04650643
284,MGA,T295,That this is a hard cigarette and tobacco quantity is more and hurts in the throat while smoking.,"['hard', 'cigarette', 'tobacco', 'quantity', 'hurt', 'throat', 'smoking']",0.031666927,Tobacco is very hard. So it should be made light. ,"['tobacco', 'very', 'hard', 'should', 'make', 'light']",0.0029269448
285,MGA,G647,That this blend is smooth while smoking and has good filter. Will ask my friends to try it once.,"['blend', 'smooth', 'smoking', 'good', 'filter', 'ask', 'friend', 'try']",0.9968303,No need to make any changes. It is good and smooth to smoke.,"['no', 'need', 'make', 'change', 'good', 'smooth', 'smoke']",0.9945914
286,MGA,K817,cigarette taste is very good and has awesome taste and has perfect filter. ,"['cigarette', 'taste', 'very', 'good', 'awesome', 'taste', 'perfect', 'filter']",0.994736,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
287,MGA,B845,cigarette smoothness and taste is good and is similar to my regular blend. ,"['cigarette', 'smoothness', 'taste', 'good', 'similar', 'regular', 'blend']",0.98633087,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
288,Marlts,V476,It is a good blend/ It is very light. It doesn’t hurt in the throat.,"['good', 'blend', 'very', 'light', 'not', 'hurt', 'throat']",0.9315344,No. it is a very good cigarette.,"['no', 'very', 'good', 'cigarette']",0.9933837
289,MGA,G647,"In the beginning blend tastes good but as you continue smoking, it is very hard. It gives very kick. Smoke is more. You don’t feel light on smoking it.","['begin', 'blend', 'taste', 'good', 'but', 'continue', 'smoking', 'very', 'hard', 'give', 'very', 'kick', 'smoke', 'not', 'feel', 'light', 'smoking']",0.032321386,Smoke should be smooth and it has different taste/ it hurts on lips when you take the puff/ It burns  your lips. ,"['smoke', 'should', 'smooth', 'different', 'taste', 'hurt', 'lip', 'take', 'puff', 'burn', 'lip']",0.91164994
290,Marlts,T295,Taste is good but it is a hard cigarette.,"['taste', 'good', 'but', 'hard', 'cigarette']",0.34156138,I will make it smooth/ No.,"['make', 'smooth', 'no']",0.9684674
291,Marlts,G647,It is a good blend and has good taste. Doesn’t hurt in the throat and has perfect quantity of tobacco.,"['good', 'blend', 'good', 'taste', 'not', 'hurt', 'throat', 'perfect', 'quantity', 'tobacco']",0.95317465,Tobacco quantity should be increased.,"['tobacco', 'quantity', 'should', 'increase']",0.0077238097
292,MGA,V476,Taste is good/ This blend is better than the first one and has good smoke.,"['taste', 'good', 'blend', 'well', 'first', 'one', 'good', 'smoke']",0.9967552,No need to make any changes.,"['no', 'need', 'make', 'change']",0.93748623
293,MGA,B845,Will say that this is a very light cigarette. It is not strong.,"['say', 'very', 'light', 'cigarette', 'not', 'strong']",0.18842867,cigarette should be made strong. Tobacco should be strong. It is very light.,"['cigarette', 'should', 'make', 'strong', 'tobacco', 'should', 'strong', 'very', 'light']",0.00054580363
294,Marlts,G647,That this is a light cigarette and doesn’t hurt in the throat.,"['light', 'cigarette', 'not', 'hurt', 'throat']",0.59785,No.,['no'],0.9409806
295,Marlts,K817,cigarette hurts when you smoke.,"['cigarette', 'hurt', 'smoke']",0.981045,cigarette will become light if tobacco quantity is reduced. ,"['cigarette', 'become', 'light', 'tobacco', 'quantity', 'reduce']",0.0030615244
296,Marlts,T295,This is a good and smooth blend. It is as per my taste.,"['good', 'smooth', 'blend', 'per', 'taste']",0.9958473,Nothing. It is good.,"['nothing', 'good']",0.9912907
297,Marlts,D782,It is not good/ It hurts in the throat.,"['not', 'good', 'hurt', 'throat']",0.93683827,It should be made smooth/ And tobacco quantity should be reduced.,"['should', 'make', 'smooth', 'tobacco', 'quantity', 'should', 'reduce']",0.0009472936
298,Marlts,G647,It is good but it is hard while taking puff. It is difficult to take puff.,"['good', 'but', 'hard', 'take', 'puff', 'difficult', 'take', 'puff']",0.008802355,Mint flavor or some other flavor should be added to the blend.,"['mint', 'flavor', 'flavor', 'should', 'add', 'blend']",0.042554468
299,Marlts,B845,Taste is superb and good to smoke/ No.,"['taste', 'superb', 'good', 'smoke', 'no']",0.9976763,cigarette is good but it is slightly hard. So the hardness should be reduced/ No.,"['cigarette', 'good', 'but', 'slightly', 'hard', 'hardness', 'should', 'reduce', 'no']",0.0015435405
300,MGA,T295,It hurts in the throat. So I will not recommend to anybody.,"['hurt', 'throat', 'not', 'recommend', 'anybody']",0.6185564,Will make it smooth and light.,"['make', 'smooth', 'light']",0.79477286
301,MGA,G647,cigarette is good and has good smoke. Easy to smoke also.,"['cigarette', 'good', 'good', 'smoke', 'easy', 'smoke', 'also']",0.9949261,No. it is good.,"['no', 'good']",0.99228376
302,MGA,V476,cigarette is hard and tobacco content is more. It hurts in the throat.,"['cigarette', 'hard', 'tobacco', 'content', 'hurt', 'throat']",0.016195454,It should be a light cigarette. Tobacco content should be less/ No.,"['should', 'light', 'cigarette', 'tobacco', 'content', 'should', 'less', 'no']",0.00087957724
303,MGA,K817,It is a very light cigarette. I didn’t like it.,"['very', 'light', 'cigarette', 'not', 'like']",0.29581338,Will make the cigarette hard/ No.,"['make', 'cigarette', 'hard', 'no']",0.5503311
304,MGA,V476,Taste is good and cigarette is smooth.,"['taste', 'good', 'cigarette', 'smooth']",0.98079187,No.,['no'],0.9409806
305,MGA,B845,cigarette is light and good but doesn’t have any taste. So some taste should be added to the blend.,"['cigarette', 'light', 'good', 'but', 'not', 'taste', 'taste', 'should', 'add', 'blend']",0.05303859,No need to make any changes. It is smooth and good. ,"['no', 'need', 'make', 'change', 'smooth', 'good']",0.9930179
306,Marlts,G647,cigarette taste is good and easy to smoke. Will ask my friends to smoke this cigarette. It is superb.,"['cigarette', 'taste', 'good', 'easy', 'smoke', 'ask', 'friend', 'smoke', 'cigarette', 'superb']",0.9960322,No need to make any changes. It is good. It has perfect smoke and taste.,"['no', 'need', 'make', 'change', 'good', 'perfect', 'smoke', 'taste']",0.9973598
307,MGA,B845,It is a good product. Easy and smooth to smoke. If it comes in market I will ask my friends to try this blend once.,"['good', 'product', 'easy', 'smooth', 'smoke', 'come', 'market', 'ask', 'friend', 'try', 'blend']",0.9889053,No need to make any changes in it but the filter size should be increased.,"['no', 'need', 'make', 'change', 'but', 'filter', 'size', 'should', 'increase']",0.0071929465
308,MGA,K817,This blend is mostly similar to my blend. I liked it very much.,"['blend', 'mostly', 'similar', 'blend', 'like', 'very', 'much']",0.9849748,I will not make any changes. It is a perfect blend.,"['not', 'make', 'change', 'perfect', 'blend']",0.9871565
309,MGA,K817,It is smooth to smoke and tastes good.,"['smooth', 'smoke', 'taste', 'good']",0.9872388,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
310,Marlts,V476,This is a good blend and anyone can use it. There is no problem in using it. ,"['good', 'blend', 'anyone', 'use', 'no', 'problem', 'use']",0.99391586,No need to make any changes. It is good to smoke and I liked it.,"['no', 'need', 'make', 'change', 'good', 'smoke', 'like']",0.9817779
311,Marlts,D782,cigarette is good with good taste.,"['cigarette', 'good', 'good', 'taste']",0.99442875,No need to make any changes.,"['no', 'need', 'make', 'change']",0.93748623
312,Marlts,K817,I would say that this is a light cigarette and my friends can also try it.,"['would', 'say', 'light', 'cigarette', 'friend', 'also', 'try']",0.9582832,I liked this blend very much. I will not use any other blend from hereon. I will continue smoking this blend only.,"['like', 'blend', 'very', 'much', 'not', 'use', 'blend', 'hereon', 'continue', 'smoking', 'blend']",0.92443216
313,Marlts,T295,That this is a good cigarette and is very smooth and easy to smoke.,"['good', 'cigarette', 'very', 'smooth', 'easy', 'smoke']",0.99354315,I will  increase the strongness of the cigarette.,"['increase', 'strongness', 'cigarette']",0.1046174
314,Marlts,T295,Will say that this is a good cigarette and smooth to smoke. Will ask my friends also to smoke it.,"['say', 'good', 'cigarette', 'smooth', 'smoke', 'ask', 'friend', 'also', 'smoke']",0.99020785,No because it is a good blend.,"['no', 'good', 'blend']",0.9977851
315,MGA,D782,That this is a good blend and easy to smoke. It is not harmful.,"['good', 'blend', 'easy', 'smoke', 'not', 'harmful']",0.9959353,Will not make any changes in it.,"['not', 'make', 'change']",0.44721955
316,MGA,B845,cigarette is good and has perfect smoke. Smoke doesn’t irritates your eyes.,"['cigarette', 'good', 'perfect', 'smoke', 'smoke', 'not', 'irritates', 'eye']",0.9464988,No need to make any changes. It is good.,"['no', 'need', 'make', 'change', 'good']",0.9868096
317,MGA,G647,That cigarette is smooth to smoke and doesn’t hurt in the throat. It is good.,"['cigarette', 'smooth', 'smoke', 'not', 'hurt', 'throat', 'good']",0.9677948,No need to make any changes. cigarette is very smooth and doesn’t hurt in the throat. It gives pleasant feel. ,"['no', 'need', 'make', 'change', 'cigarette', 'very', 'smooth', 'not', 'hurt', 'throat', 'give', 'pleasant', 'feel']",0.76666635
318,Marlts,D782,It slightly hurts in the throat while smoking. It is good for them who smoke hard cigarettes. ,"['slightly', 'hurt', 'throat', 'smoking', 'good', 'smoke', 'hard', 'cigarette']",0.10121241,Will improve the tobacco quality so that it doesn’t hurt in the throat. ,"['improve', 'tobacco', 'quality', 'not', 'hurt', 'throat']",0.6405008
